Step,Acc,Loss
9124,0.945,0.19
9125,0.945,0.19
9126,0.859,0.45
9127,0.859,0.45
9128,0.898,0.3
9129,0.898,0.3
9130,0.891,0.34
9131,0.891,0.34
9132,0.844,0.4
9133,0.844,0.4
9134,0.852,0.38
9135,0.852,0.38
9136,0.953,0.19
9137,0.953,0.19
9138,0.844,0.45
9139,0.844,0.45
9140,0.836,0.51
9141,0.836,0.51
9142,0.938,0.23
9143,0.938,0.23
9144,0.914,0.31
9145,0.914,0.31
9146,0.812,0.41
9147,0.812,0.41
9148,0.852,0.41
9149,0.852,0.41
9150,0.914,0.26
9151,0.914,0.26
9152,0.859,0.37
9153,0.859,0.37
9154,0.922,0.24
9155,0.922,0.24
9156,0.883,0.35
9157,0.883,0.35
9158,0.945,0.18
9159,0.945,0.18
9160,0.891,0.27
9161,0.891,0.27
9162,0.93,0.22
9163,0.93,0.22
9164,0.891,0.4
9165,0.891,0.4
9166,0.859,0.44
9167,0.859,0.44
9168,0.875,0.31
9169,0.875,0.31
9170,0.852,0.32
9171,0.852,0.32
9172,0.898,0.32
9173,0.898,0.32
9174,0.867,0.42
9175,0.867,0.42
9176,0.922,0.22
9177,0.922,0.22
9178,0.898,0.28
9179,0.898,0.28
9180,0.891,0.32
9181,0.891,0.32
9182,0.938,0.16
9183,0.938,0.16
9184,0.898,0.21
9185,0.898,0.21
9186,0.938,0.23
9187,0.938,0.23
9188,0.883,0.25
9189,0.883,0.25
9190,0.914,0.19
9191,0.914,0.19
9192,0.938,0.23
9193,0.938,0.23
9194,0.875,0.39
9195,0.875,0.39
9196,0.922,0.21
9197,0.922,0.21
9198,0.922,0.18
9199,0.922,0.18
9200,0.906,0.24
9201,0.906,0.24
9202,0.898,0.36
9203,0.898,0.36
9204,0.906,0.28
9205,0.906,0.28
9206,0.875,0.32
9207,0.875,0.32
9208,0.906,0.26
9209,0.906,0.26
9210,0.906,0.24
9211,0.906,0.24
9212,0.914,0.24
9213,0.914,0.24
9214,0.922,0.27
9215,0.922,0.27
9216,0.922,0.35
9217,0.922,0.35
9218,0.938,0.18
9219,0.938,0.18
9220,0.961,0.13
9221,0.961,0.13
9222,0.906,0.3
9223,0.906,0.3
9224,0.914,0.25
9225,0.914,0.25
9226,0.898,0.3
9227,0.898,0.3
9228,0.93,0.16
9229,0.93,0.16
9230,0.938,0.28
9231,0.938,0.28
9232,0.953,0.18
9233,0.953,0.18
9234,0.906,0.22
9235,0.906,0.22
9236,0.898,0.28
9237,0.898,0.28
9238,0.938,0.24
9239,0.938,0.24
9240,0.945,0.22
9241,0.945,0.22
9242,0.922,0.24
9243,0.922,0.24
9244,0.852,0.36
9245,0.852,0.36
9246,0.938,0.18
9247,0.938,0.18
9248,0.844,0.34
9249,0.844,0.34
9250,0.922,0.22
9251,0.922,0.22
9252,0.906,0.34
9253,0.906,0.34
9254,0.922,0.25
9255,0.922,0.25
9256,0.922,0.27
9257,0.922,0.27
9258,0.914,0.23
9259,0.914,0.23
9260,0.898,0.35
9261,0.898,0.35
9262,0.891,0.31
9263,0.891,0.31
9264,0.93,0.18
9265,0.93,0.18
9266,0.938,0.17
9267,0.938,0.17
9268,0.953,0.24
9269,0.953,0.24
9270,0.93,0.19
9271,0.93,0.19
9272,0.938,0.19
9273,0.938,0.19
9274,0.938,0.19
9275,0.938,0.19
9276,0.898,0.3
9277,0.898,0.3
9278,0.906,0.23
9279,0.906,0.23
9280,0.938,0.17
9281,0.938,0.17
9282,0.898,0.21
9283,0.898,0.21
9284,0.891,0.33
9285,0.891,0.33
9286,0.922,0.25
9287,0.922,0.25
9288,0.906,0.27
9289,0.906,0.27
9290,0.898,0.23
9291,0.898,0.23
9292,0.914,0.18
9293,0.914,0.18
9294,0.906,0.25
9295,0.906,0.25
9296,0.953,0.19
9297,0.953,0.19
9298,0.891,0.3
9299,0.891,0.3
9300,0.977,0.12
9301,0.977,0.12
9302,0.961,0.13
9303,0.961,0.13
9304,0.93,0.19
9305,0.93,0.19
9306,0.891,0.31
9307,0.891,0.31
9308,0.898,0.31
9309,0.898,0.31
9310,0.945,0.22
9311,0.945,0.22
9312,0.93,0.23
9313,0.93,0.23
9314,0.875,0.35
9315,0.875,0.35
9316,0.906,0.28
9317,0.906,0.28
9318,0.891,0.26
9319,0.891,0.26
9320,0.922,0.29
9321,0.922,0.29
9322,0.945,0.18
9323,0.945,0.18
9324,0.914,0.27
9325,0.914,0.27
9326,0.961,0.17
9327,0.961,0.17
9328,0.953,0.18
9329,0.953,0.18
9330,0.906,0.25
9331,0.906,0.25
9332,0.93,0.26
9333,0.93,0.26
9334,0.914,0.27
9335,0.914,0.27
9336,0.938,0.17
9337,0.938,0.17
9338,0.883,0.24
9339,0.883,0.24
9340,0.938,0.21
9341,0.938,0.21
9342,0.93,0.17
9343,0.93,0.17
9344,0.914,0.21
9345,0.914,0.21
9346,0.922,0.23
9347,0.922,0.23
9348,0.891,0.36
9349,0.891,0.36
9350,0.93,0.24
9351,0.93,0.24
9352,0.945,0.16
9353,0.945,0.16
9354,0.945,0.17
9355,0.945,0.17
9356,0.914,0.29
9357,0.914,0.29
9358,0.93,0.25
9359,0.93,0.25
9360,0.93,0.19
9361,0.93,0.19
9362,0.922,0.25
9363,0.922,0.25
9364,0.93,0.2
9365,0.93,0.2
9366,0.953,0.15
9367,0.953,0.15
9368,0.961,0.15
9369,0.961,0.15
9370,0.906,0.28
9371,0.906,0.28
9372,0.922,0.24
9373,0.922,0.24
9374,0.906,0.29
9375,0.906,0.29
9376,0.891,0.27
9377,0.891,0.27
9378,0.93,0.27
9379,0.93,0.27
9380,0.961,0.15
9381,0.961,0.15
9382,0.922,0.22
9383,0.922,0.22
9384,0.961,0.17
9385,0.961,0.17
9386,0.93,0.23
9387,0.93,0.23
9388,0.914,0.26
9389,0.914,0.26
9390,0.938,0.21
9391,0.938,0.21
9392,0.938,0.21
9393,0.938,0.21
9394,0.922,0.26
9395,0.922,0.26
9396,0.938,0.27
9397,0.938,0.27
9398,0.984,0.13
9399,0.984,0.13
9400,0.93,0.26
9401,0.93,0.26
9402,0.93,0.17
9403,0.93,0.17
9404,0.93,0.17
9405,0.93,0.17
9406,0.906,0.25
9407,0.906,0.25
9408,0.938,0.16
9409,0.938,0.16
9410,0.914,0.25
9411,0.914,0.25
9412,0.898,0.31
9413,0.898,0.31
9414,0.922,0.24
9415,0.922,0.24
9416,0.922,0.21
9417,0.922,0.21
9418,0.88,0.25
9419,0.88,0.25
9420,0.88,0.25
9424,0.945,0.16
9425,0.945,0.16
9426,0.906,0.26
9427,0.906,0.26
9428,0.945,0.19
9429,0.945,0.19
9430,0.922,0.26
9431,0.922,0.26
9432,0.922,0.23
9433,0.922,0.23
9434,0.914,0.25
9435,0.914,0.25
9436,0.922,0.22
9437,0.922,0.22
9438,0.898,0.28
9439,0.898,0.28
9440,0.922,0.19
9441,0.922,0.19
9442,0.93,0.23
9443,0.93,0.23
9444,0.906,0.2
9445,0.906,0.2
9446,0.922,0.2
9447,0.922,0.2
9448,0.93,0.21
9449,0.93,0.21
9450,0.938,0.22
9451,0.938,0.22
9452,0.922,0.2
9453,0.922,0.2
9454,0.891,0.29
9455,0.891,0.29
9456,0.93,0.22
9457,0.93,0.22
9458,0.906,0.27
9459,0.906,0.27
9460,0.906,0.28
9461,0.906,0.28
9462,0.938,0.16
9463,0.938,0.16
9464,0.922,0.27
9465,0.922,0.27
9466,0.883,0.25
9467,0.883,0.25
9468,0.945,0.18
9469,0.945,0.18
9470,0.922,0.19
9471,0.922,0.19
9472,0.945,0.15
9473,0.945,0.15
9474,0.953,0.21
9475,0.953,0.21
9476,0.945,0.18
9477,0.945,0.18
9478,0.945,0.14
9479,0.945,0.14
9480,0.93,0.26
9481,0.93,0.26
9482,0.93,0.21
9483,0.93,0.21
9484,0.922,0.23
9485,0.922,0.23
9486,0.938,0.18
9487,0.938,0.18
9488,0.922,0.21
9489,0.922,0.21
9490,0.938,0.18
9491,0.938,0.18
9492,0.922,0.24
9493,0.922,0.24
9494,0.859,0.33
9495,0.859,0.33
9496,0.898,0.29
9497,0.898,0.29
9498,0.93,0.25
9499,0.93,0.25
9500,0.961,0.21
9501,0.961,0.21
9502,0.93,0.2
9503,0.93,0.2
9504,0.945,0.15
9505,0.945,0.15
9506,0.93,0.23
9507,0.93,0.23
9508,0.891,0.33
9509,0.891,0.33
9510,0.914,0.2
9511,0.914,0.2
9512,0.969,0.11
9513,0.969,0.11
9514,0.938,0.23
9515,0.938,0.23
9516,0.953,0.18
9517,0.953,0.18
9518,0.891,0.28
9519,0.891,0.28
9520,0.883,0.29
9521,0.883,0.29
9522,0.945,0.17
9523,0.945,0.17
9524,0.961,0.17
9525,0.961,0.17
9526,0.969,0.16
9527,0.969,0.16
9528,0.938,0.22
9529,0.938,0.22
9530,0.93,0.22
9531,0.93,0.22
9532,0.914,0.21
9533,0.914,0.21
9534,0.906,0.23
9535,0.906,0.23
9536,0.93,0.19
9537,0.93,0.19
9538,0.922,0.24
9539,0.922,0.24
9540,0.906,0.28
9541,0.906,0.28
9542,0.953,0.17
9543,0.953,0.17
9544,0.914,0.26
9545,0.914,0.26
9546,0.883,0.25
9547,0.883,0.25
9548,0.883,0.31
9549,0.883,0.31
9550,0.875,0.33
9551,0.875,0.33
9552,0.938,0.19
9553,0.938,0.19
9554,0.953,0.16
9555,0.953,0.16
9556,0.945,0.15
9557,0.945,0.15
9558,0.922,0.28
9559,0.922,0.28
9560,0.961,0.15
9561,0.961,0.15
9562,0.922,0.24
9563,0.922,0.24
9564,0.938,0.18
9565,0.938,0.18
9566,0.914,0.23
9567,0.914,0.23
9568,0.922,0.27
9569,0.922,0.27
9570,0.891,0.34
9571,0.891,0.34
9572,0.922,0.27
9573,0.922,0.27
9574,0.898,0.25
9575,0.898,0.25
9576,0.953,0.18
9577,0.953,0.18
9578,0.938,0.16
9579,0.938,0.16
9580,0.938,0.18
9581,0.938,0.18
9582,0.93,0.23
9583,0.93,0.23
9584,0.898,0.27
9585,0.898,0.27
9586,0.961,0.12
9587,0.961,0.12
9588,0.906,0.25
9589,0.906,0.25
9590,0.938,0.17
9591,0.938,0.17
9592,0.922,0.24
9593,0.922,0.24
9594,0.922,0.19
9595,0.922,0.19
9596,0.906,0.25
9597,0.906,0.25
9598,0.945,0.21
9599,0.945,0.21
9600,0.906,0.26
9601,0.906,0.26
9602,0.906,0.24
9603,0.906,0.24
9604,0.945,0.21
9605,0.945,0.21
9606,0.914,0.28
9607,0.914,0.28
9608,0.875,0.33
9609,0.875,0.33
9610,0.914,0.2
9611,0.914,0.2
9612,0.914,0.24
9613,0.914,0.24
9614,0.945,0.16
9615,0.945,0.16
9616,0.93,0.33
9617,0.93,0.33
9618,0.898,0.28
9619,0.898,0.28
9620,0.93,0.2
9621,0.93,0.2
9622,0.922,0.28
9623,0.922,0.28
9624,0.891,0.36
9625,0.891,0.36
9626,0.93,0.21
9627,0.93,0.21
9628,0.883,0.33
9629,0.883,0.33
9630,0.969,0.19
9631,0.969,0.19
9632,0.914,0.24
9633,0.914,0.24
9634,0.953,0.16
9635,0.953,0.16
9636,0.93,0.16
9637,0.93,0.16
9638,0.945,0.2
9639,0.945,0.2
9640,0.914,0.28
9641,0.914,0.28
9642,0.898,0.27
9643,0.898,0.27
9644,0.953,0.2
9645,0.953,0.2
9646,0.906,0.26
9647,0.906,0.26
9648,0.93,0.26
9649,0.93,0.26
9650,0.906,0.27
9651,0.906,0.27
9652,0.93,0.2
9653,0.93,0.2
9654,0.961,0.13
9655,0.961,0.13
9656,0.914,0.28
9657,0.914,0.28
9658,0.898,0.29
9659,0.898,0.29
9660,0.906,0.29
9661,0.906,0.29
9662,0.906,0.24
9663,0.906,0.24
9664,0.914,0.28
9665,0.914,0.28
9666,0.906,0.23
9667,0.906,0.23
9668,0.93,0.21
9669,0.93,0.21
9670,0.93,0.2
9671,0.93,0.2
9672,0.969,0.12
9673,0.969,0.12
9674,0.914,0.24
9675,0.914,0.24
9676,0.938,0.21
9677,0.938,0.21
9678,0.93,0.22
9679,0.93,0.22
9680,0.93,0.21
9681,0.93,0.21
9682,0.961,0.17
9683,0.961,0.17
9684,0.891,0.34
9685,0.891,0.34
9686,0.945,0.2
9687,0.945,0.2
9688,0.953,0.16
9689,0.953,0.16
9690,0.969,0.15
9691,0.969,0.15
9692,0.922,0.27
9693,0.922,0.27
9694,0.93,0.2
9695,0.93,0.2
9696,0.891,0.29
9697,0.891,0.29
9698,0.914,0.24
9699,0.914,0.24
9700,0.914,0.26
9701,0.914,0.26
9702,0.914,0.39
9703,0.914,0.39
9704,0.891,0.21
9705,0.891,0.21
9706,0.898,0.3
9707,0.898,0.3
9708,0.914,0.24
9709,0.914,0.24
9710,0.93,0.21
9711,0.93,0.21
9712,0.938,0.15
9713,0.938,0.15
9714,0.938,0.19
9715,0.938,0.19
9716,0.93,0.26
9717,0.93,0.26
9718,0.969,0.14
9719,0.969,0.14
9720,0.875,0.39
9721,0.875,0.39
9722,0.961,0.15
9723,0.961,0.15
9724,0.93,0.19
9725,0.93,0.19
9726,0.922,0.25
9727,0.922,0.25
9728,0.898,0.24
9729,0.898,0.24
9730,0.961,0.17
9731,0.961,0.17
9732,0.891,0.3
9733,0.891,0.3
9734,0.922,0.24
9735,0.922,0.24
9736,0.836,0.45
9737,0.836,0.45
9738,0.945,0.15
9739,0.945,0.15
9740,0.922,0.22
9741,0.922,0.22
9742,0.922,0.33
9743,0.922,0.33
9744,0.945,0.15
9745,0.945,0.15
9746,0.883,0.37
9747,0.883,0.37
9748,0.945,0.23
9749,0.945,0.23
9750,0.938,0.16
9751,0.938,0.16
9752,0.883,0.24
9753,0.883,0.24
9754,0.859,0.32
9755,0.859,0.32
9756,0.906,0.37
9757,0.906,0.37
9758,0.898,0.32
9759,0.898,0.32
9760,0.914,0.25
9761,0.914,0.25
9762,0.953,0.18
9763,0.953,0.18
9764,0.938,0.15
9765,0.938,0.15
9766,0.922,0.21
9767,0.922,0.21
9768,0.945,0.17
9769,0.945,0.17
9770,0.914,0.28
9771,0.914,0.28
9772,0.93,0.19
9773,0.93,0.19
9774,0.906,0.3
9775,0.906,0.3
9776,0.883,0.29
9777,0.883,0.29
9778,0.93,0.23
9779,0.93,0.23
9780,0.891,0.26
9781,0.891,0.26
9782,0.93,0.25
9783,0.93,0.25
9784,0.961,0.15
9785,0.961,0.15
9786,0.922,0.2
9787,0.922,0.2
9788,0.961,0.19
9789,0.961,0.19
9790,0.922,0.21
9791,0.922,0.21
9792,0.953,0.17
9793,0.953,0.17
9794,0.938,0.24
9795,0.938,0.24
9796,0.922,0.25
9797,0.922,0.25
9798,0.961,0.13
9799,0.961,0.13
9800,0.898,0.28
9801,0.898,0.28
9802,0.945,0.14
9803,0.945,0.14
9804,0.898,0.29
9805,0.898,0.29
9806,0.969,0.16
9807,0.969,0.16
9808,0.945,0.2
9809,0.945,0.2
9810,0.914,0.22
9811,0.914,0.22
9812,0.977,0.11
9813,0.977,0.11
9814,0.953,0.15
9815,0.953,0.15
9816,0.922,0.22
9817,0.922,0.22
9818,0.906,0.27
9819,0.906,0.27
9820,0.914,0.24
9821,0.914,0.24
9822,0.93,0.2
9823,0.93,0.2
9824,0.93,0.2
9825,0.93,0.2
9826,0.945,0.17
9827,0.945,0.17
9828,0.914,0.28
9829,0.914,0.28
9830,0.906,0.27
9831,0.906,0.27
9832,0.875,0.37
9833,0.875,0.37
9834,0.938,0.17
9835,0.938,0.17
9836,0.938,0.2
9837,0.938,0.2
9838,0.93,0.18
9839,0.93,0.18
9840,0.922,0.24
9841,0.922,0.24
9842,0.906,0.24
9843,0.906,0.24
9844,0.914,0.27
9845,0.914,0.27
9846,0.891,0.28
9847,0.891,0.28
9848,0.938,0.24
9849,0.938,0.24
9850,0.922,0.24
9851,0.922,0.24
9852,0.898,0.29
9853,0.898,0.29
9854,0.898,0.26
9855,0.898,0.26
9856,0.906,0.25
9857,0.906,0.25
9858,0.945,0.22
9859,0.945,0.22
9860,0.93,0.23
9861,0.93,0.23
9862,0.93,0.22
9863,0.93,0.22
9864,0.938,0.19
9865,0.938,0.19
9866,0.93,0.22
9867,0.93,0.22
9868,0.914,0.29
9869,0.914,0.29
9870,0.898,0.24
9871,0.898,0.24
9872,0.898,0.28
9873,0.898,0.28
9874,0.875,0.3
9875,0.875,0.3
9876,0.922,0.21
9877,0.922,0.21
9878,0.953,0.15
9879,0.953,0.15
9880,0.953,0.19
9881,0.953,0.19
9882,0.992,0.1
9883,0.992,0.1
9884,0.922,0.28
9885,0.922,0.28
9886,0.914,0.23
9887,0.914,0.23
9888,0.93,0.24
9889,0.93,0.24
9890,0.914,0.16
9891,0.914,0.16
9892,0.922,0.19
9893,0.922,0.19
9894,0.922,0.2
9895,0.922,0.2
9896,0.938,0.19
9897,0.938,0.19
9898,0.914,0.22
9899,0.914,0.22
9900,0.914,0.25
9901,0.914,0.25
9902,0.93,0.16
9903,0.93,0.16
9904,0.938,0.21
9905,0.938,0.21
9906,0.914,0.25
9907,0.914,0.25
9908,0.922,0.27
9909,0.922,0.27
9910,0.938,0.21
9911,0.938,0.21
9912,0.93,0.2
9913,0.93,0.2
9914,0.953,0.14
9915,0.953,0.14
9916,0.93,0.2
9917,0.93,0.2
9918,0.945,0.17
9919,0.945,0.17
9920,0.961,0.18
9921,0.961,0.18
9922,0.953,0.19
9923,0.953,0.19
9924,0.945,0.2
9925,0.945,0.2
9926,0.93,0.2
9927,0.93,0.2
9928,0.938,0.16
9929,0.938,0.16
9930,0.938,0.22
9931,0.938,0.22
9932,0.898,0.26
9933,0.898,0.26
9934,0.898,0.23
9935,0.898,0.23
9936,0.914,0.23
9937,0.914,0.23
9938,0.883,0.35
9939,0.883,0.35
9940,0.969,0.2
9941,0.969,0.2
9942,0.938,0.18
9943,0.938,0.18
9944,0.938,0.18
9945,0.938,0.18
9946,0.922,0.22
9947,0.922,0.22
9948,0.93,0.27
9949,0.93,0.27
9950,0.914,0.32
9951,0.914,0.32
9952,0.938,0.16
9953,0.938,0.16
9954,0.914,0.24
9955,0.914,0.24
9956,0.938,0.21
9957,0.938,0.21
9958,0.953,0.16
9959,0.953,0.16
9960,0.961,0.17
9961,0.961,0.17
9962,0.938,0.18
9963,0.938,0.18
9964,0.945,0.13
9965,0.945,0.13
9966,0.93,0.23
9967,0.93,0.23
9968,0.93,0.22
9969,0.93,0.22
9970,0.945,0.23
9971,0.945,0.23
9972,0.938,0.15
9973,0.938,0.15
9974,0.93,0.28
9975,0.93,0.28
9976,0.906,0.29
9977,0.906,0.29
9978,0.898,0.25
9979,0.898,0.25
9980,0.93,0.18
9981,0.93,0.18
9982,0.906,0.3
9983,0.906,0.3
9984,0.906,0.24
9985,0.906,0.24
9986,0.906,0.27
9987,0.906,0.27
9988,0.93,0.2
9989,0.93,0.2
9990,0.969,0.14
9991,0.969,0.14
9992,0.953,0.16
9993,0.953,0.16
9994,0.906,0.26
9995,0.906,0.26
9996,0.945,0.19
9997,0.945,0.19
9998,0.93,0.18
9999,0.93,0.18
10000,0.914,0.27
10001,0.914,0.27
10002,0.906,0.19
10003,0.906,0.19
10004,0.883,0.34
10005,0.883,0.34
10006,0.891,0.34
10007,0.891,0.34
10008,0.93,0.23
10009,0.93,0.23
10010,0.938,0.2
10011,0.938,0.2
10012,0.93,0.21
10013,0.93,0.21
10014,0.906,0.29
10015,0.906,0.29
10016,0.953,0.14
10017,0.953,0.14
10018,0.914,0.24
10019,0.914,0.24
10020,0.906,0.28
10021,0.906,0.28
10022,0.93,0.26
10023,0.93,0.26
10024,0.906,0.2
10025,0.906,0.2
10026,0.922,0.18
10027,0.922,0.18
10028,0.906,0.29
10029,0.906,0.29
10030,0.922,0.28
10031,0.922,0.28
10032,0.938,0.26
10033,0.938,0.26
10034,0.922,0.22
10035,0.922,0.22
10036,0.898,0.3
10037,0.898,0.3
10038,0.953,0.16
10039,0.953,0.16
10040,0.922,0.21
10041,0.922,0.21
10042,0.922,0.26
10043,0.922,0.26
10044,0.914,0.22
10045,0.914,0.22
10046,0.93,0.19
10047,0.93,0.19
10048,0.953,0.17
10049,0.953,0.17
10050,0.93,0.25
10051,0.93,0.25
10052,0.914,0.25
10053,0.914,0.25
10054,0.914,0.22
10055,0.914,0.22
10056,0.898,0.24
10057,0.898,0.24
10058,0.914,0.22
10059,0.914,0.22
10060,0.93,0.21
10061,0.93,0.21
10062,0.938,0.19
10063,0.938,0.19
10064,0.906,0.24
10065,0.906,0.24
10066,0.93,0.21
10067,0.93,0.21
10068,0.93,0.21
10069,0.93,0.21
10070,0.891,0.27
10071,0.891,0.27
10072,0.922,0.27
10073,0.922,0.27
10074,0.938,0.2
10075,0.938,0.2
10076,0.969,0.1
10077,0.969,0.1
10078,0.898,0.42
10079,0.898,0.42
10080,0.844,0.44
10081,0.844,0.44
10082,0.922,0.23
10083,0.922,0.23
10084,0.914,0.22
10085,0.914,0.22
10086,0.914,0.25
10087,0.914,0.25
10088,0.898,0.26
10089,0.898,0.26
10090,0.898,0.25
10091,0.898,0.25
10092,0.938,0.23
10093,0.938,0.23
10094,0.938,0.27
10095,0.938,0.27
10096,0.938,0.21
10097,0.938,0.21
10098,0.953,0.16
10099,0.953,0.16
10100,0.898,0.27
10101,0.898,0.27
10102,0.945,0.19
10103,0.945,0.19
10104,0.906,0.26
10105,0.906,0.26
10106,0.867,0.37
10107,0.867,0.37
10108,0.93,0.2
10109,0.93,0.2
10110,0.922,0.21
10111,0.922,0.21
10112,0.906,0.26
10113,0.906,0.26
10114,0.953,0.2
10115,0.953,0.2
10116,0.953,0.18
10117,0.953,0.18
10118,0.898,0.21
10119,0.898,0.21
10120,0.898,0.28
10121,0.898,0.28
10122,0.891,0.32
10123,0.891,0.32
10124,0.93,0.27
10125,0.93,0.27
10126,0.898,0.3
10127,0.898,0.3
10128,0.93,0.25
10129,0.93,0.25
10130,0.906,0.26
10131,0.906,0.26
10132,0.953,0.16
10133,0.953,0.16
10134,0.883,0.27
10135,0.883,0.27
10136,0.938,0.16
10137,0.938,0.16
10138,0.945,0.16
10139,0.945,0.16
10140,0.961,0.16
10141,0.961,0.16
10142,0.891,0.3
10143,0.891,0.3
10144,0.93,0.26
10145,0.93,0.26
10146,0.93,0.18
10147,0.93,0.18
10148,0.914,0.27
10149,0.914,0.27
10150,0.938,0.19
10151,0.938,0.19
10152,0.875,0.24
10153,0.875,0.24
10154,0.938,0.2
10155,0.938,0.2
10156,0.906,0.3
10157,0.906,0.3
10158,0.898,0.34
10159,0.898,0.34
10160,0.906,0.23
10161,0.906,0.23
10162,0.891,0.28
10163,0.891,0.28
10164,0.922,0.21
10165,0.922,0.21
10166,0.938,0.15
10167,0.938,0.15
10168,0.945,0.19
10169,0.945,0.19
10170,0.945,0.16
10171,0.945,0.16
10172,0.922,0.2
10173,0.922,0.2
10174,0.93,0.22
10175,0.93,0.22
10176,0.953,0.16
10177,0.953,0.16
10178,0.906,0.26
10179,0.906,0.26
10180,0.945,0.18
10181,0.945,0.18
10182,0.906,0.26
10183,0.906,0.26
10184,0.961,0.15
10185,0.961,0.15
10186,0.906,0.24
10187,0.906,0.24
10188,0.914,0.3
10189,0.914,0.3
10190,0.938,0.19
10191,0.938,0.19
10192,0.914,0.2
10193,0.914,0.2
10194,0.898,0.22
10195,0.898,0.22
10196,0.922,0.28
10197,0.922,0.28
10198,0.906,0.26
10199,0.906,0.26
10200,0.914,0.23
10201,0.914,0.23
10202,0.93,0.24
10203,0.93,0.24
10204,0.945,0.17
10205,0.945,0.17
10206,0.891,0.26
10207,0.891,0.26
10208,0.891,0.35
10209,0.891,0.35
10210,0.938,0.28
10211,0.938,0.28
10212,0.945,0.15
10213,0.945,0.15
10214,0.906,0.25
10215,0.906,0.25
10216,0.898,0.25
10217,0.898,0.25
10218,0.938,0.24
10219,0.938,0.24
10220,0.945,0.21
10221,0.945,0.21
10222,0.93,0.18
10223,0.93,0.18
10224,0.93,0.21
10225,0.93,0.21
10226,0.898,0.3
10227,0.898,0.3
10228,0.953,0.15
10229,0.953,0.15
10230,0.914,0.29
10231,0.914,0.29
10232,0.938,0.16
10233,0.938,0.16
10234,0.891,0.27
10235,0.891,0.27
10236,0.961,0.15
10237,0.961,0.15
10238,0.898,0.38
10239,0.898,0.38
10240,0.922,0.25
10241,0.922,0.25
10242,0.906,0.26
10243,0.906,0.26
10244,0.883,0.36
10245,0.883,0.36
10246,0.969,0.15
10247,0.969,0.15
10248,0.914,0.2
10249,0.914,0.2
10250,0.945,0.2
10251,0.945,0.2
10252,0.898,0.26
10253,0.898,0.26
10254,0.953,0.13
10255,0.953,0.13
10256,0.922,0.26
10257,0.922,0.26
10258,0.914,0.26
10259,0.914,0.26
10260,0.93,0.22
10261,0.93,0.22
10262,0.914,0.23
10263,0.914,0.23
10264,0.945,0.23
10265,0.945,0.23
10266,0.93,0.18
10267,0.93,0.18
10268,0.945,0.16
10269,0.945,0.16
10270,0.891,0.33
10271,0.891,0.33
10272,0.906,0.22
10273,0.906,0.22
10274,0.93,0.17
10275,0.93,0.17
10276,0.898,0.32
10277,0.898,0.32
10278,0.938,0.15
10279,0.938,0.15
10280,0.953,0.18
10281,0.953,0.18
10282,0.891,0.25
10283,0.891,0.25
10284,0.938,0.23
10285,0.938,0.23
10286,0.961,0.11
10287,0.961,0.11
10288,0.922,0.31
10289,0.922,0.31
10290,0.977,0.13
10291,0.977,0.13
10292,0.914,0.26
10293,0.914,0.26
10294,0.93,0.25
10295,0.93,0.25
10296,0.93,0.2
10297,0.93,0.2
10298,0.953,0.18
10299,0.953,0.18
10300,0.945,0.2
10301,0.945,0.2
10302,0.906,0.26
10303,0.906,0.26
10304,0.938,0.2
10305,0.938,0.2
10306,0.922,0.28
10307,0.922,0.28
10308,0.945,0.15
10309,0.945,0.15
10310,0.906,0.25
10311,0.906,0.25
10312,0.914,0.21
10313,0.914,0.21
10314,0.914,0.26
10315,0.914,0.26
10316,0.953,0.15
10317,0.953,0.15
10318,0.953,0.18
10319,0.953,0.18
10320,0.969,0.1
10321,0.969,0.1
10322,0.891,0.31
10323,0.891,0.31
10324,0.883,0.25
10325,0.883,0.25
10326,0.945,0.16
10327,0.945,0.16
10328,0.953,0.14
10329,0.953,0.14
10330,0.938,0.18
10331,0.938,0.18
10332,0.945,0.17
10333,0.945,0.17
10334,0.938,0.14
10335,0.938,0.14
10336,0.906,0.24
10337,0.906,0.24
10338,0.953,0.14
10339,0.953,0.14
10340,0.938,0.17
10341,0.938,0.17
10342,0.922,0.24
10343,0.922,0.24
10344,0.93,0.2
10345,0.93,0.2
10346,0.945,0.14
10347,0.945,0.14
10348,0.891,0.35
10349,0.891,0.35
10350,0.914,0.24
10351,0.914,0.24
10352,0.906,0.24
10353,0.906,0.24
10354,0.891,0.3
10355,0.891,0.3
10356,0.922,0.2
10357,0.922,0.2
10358,0.906,0.2
10359,0.906,0.2
10360,0.919,0.13
10361,0.919,0.13
10362,0.919,0.13
10366,0.93,0.22
10367,0.93,0.22
10368,0.93,0.23
10369,0.93,0.23
10370,0.922,0.15
10371,0.922,0.15
10372,0.945,0.19
10373,0.945,0.19
10374,0.906,0.22
10375,0.906,0.22
10376,0.945,0.19
10377,0.945,0.19
10378,0.953,0.18
10379,0.953,0.18
10380,0.922,0.22
10381,0.922,0.22
10382,0.922,0.21
10383,0.922,0.21
10384,0.922,0.2
10385,0.922,0.2
10386,0.914,0.21
10387,0.914,0.21
10388,0.891,0.32
10389,0.891,0.32
10390,0.922,0.31
10391,0.922,0.31
10392,0.922,0.23
10393,0.922,0.23
10394,0.922,0.26
10395,0.922,0.26
10396,0.906,0.25
10397,0.906,0.25
10398,0.953,0.19
10399,0.953,0.19
10400,0.914,0.23
